id,onet_code,job_title,sector,12th_stream,primary_riasec,secondary_riasec,core_skills,cached_at
529,23-1012.00,Judicial Law Clerks,Legal Services,Commerce,C,E,"Reading Comprehension, Active Listening, Critical Thinking, Writing, Speaking, Active Learning",2026-03-22 08:12:47.21283+00
530,25-2012.00,"Kindergarten Teachers, Except Special Education",Education,Arts,S,A,"Instructing, Social Perceptiveness, Active Listening, Learning Strategies, Monitoring, Speaking",2026-03-22 08:12:47.812541+00
531,13-1075.00,Labor Relations Specialists,Finance,Commerce,E,C,"Active Listening, Speaking, Negotiation, Critical Thinking, Reading Comprehension, Writing",2026-03-22 08:12:48.401472+00
532,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Logistics & Transport,Vocational,R,C,Coordination,2026-03-22 08:12:49.004908+00
533,17-1012.00,Landscape Architects,Engineering,Science,R,I,"Active Listening, Reading Comprehension, Speaking, Complex Problem Solving, Critical Thinking, Coordination",2026-03-22 08:12:49.603523+00
534,37-3011.00,Landscaping and Groundskeeping Workers,Maintenance & Repair,Vocational,R,C,Operation and Control,2026-03-22 08:12:50.214089+00
535,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Active Listening, Equipment Maintenance, Monitoring, Quality Control Analysis",2026-03-22 08:12:50.816472+00
536,51-6011.00,Laundry and Dry-Cleaning Workers,Manufacturing,Vocational,R,C,"Active Listening, Monitoring",2026-03-22 08:12:51.416503+00
537,25-1112.00,"Law Teachers, Postsecondary",Education,Arts,S,I,"Speaking, Active Listening, Learning Strategies, Reading Comprehension, Instructing, Active Learning",2026-03-22 08:12:52.016085+00
538,23-1011.00,Lawyers,Legal Services,Commerce,E,C,"Speaking, Active Listening, Critical Thinking, Reading Comprehension, Writing, Complex Problem Solving",2026-03-22 08:12:52.611897+00
539,51-4192.00,"Layout Workers, Metal and Plastic",Manufacturing,Vocational,R,C,"Mathematics, Complex Problem Solving, Critical Thinking, Judgment and Decision Making, Monitoring, Operations Monitoring",2026-03-22 08:12:53.212964+00
540,43-6012.00,Legal Secretaries and Administrative Assistants,Administration,Commerce,C,E,"Active Listening, Reading Comprehension, Writing, Speaking, Time Management, Coordination",2026-03-22 08:12:53.817293+00
541,23-2099.00,"Legal Support Workers, All Other",Legal Services,Commerce,R,I,,2026-03-22 08:12:54.410813+00
542,11-1031.00,Legislators,Management,Commerce,E,S,,2026-03-22 08:12:55.188301+00
543,25-4022.00,Librarians and Media Collections Specialists,Education,Arts,C,S,"Active Listening, Reading Comprehension, Speaking, Critical Thinking, Writing, Monitoring",2026-03-22 08:12:55.785838+00
544,43-4121.00,"Library Assistants, Clerical",Administration,Commerce,C,S,"Service Orientation, Active Listening, Reading Comprehension, Coordination, Critical Thinking, Speaking",2026-03-22 08:12:56.381558+00
545,25-1082.00,"Library Science Teachers, Postsecondary",Education,Arts,S,I,"Instructing, Reading Comprehension, Speaking, Active Learning, Active Listening, Critical Thinking",2026-03-22 08:12:56.980594+00
546,25-4031.00,Library Technicians,Education,Arts,C,S,"Reading Comprehension, Active Listening, Speaking, Service Orientation, Coordination, Critical Thinking",2026-03-22 08:12:57.586551+00
547,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Healthcare,Science,S,C,"Service Orientation, Coordination, Social Perceptiveness, Active Listening, Monitoring, Speaking",2026-03-22 08:12:58.186295+00
548,19-1099.00,"Life Scientists, All Other",Research & Science,Science,R,I,,2026-03-22 08:12:58.790114+00
549,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Research & Science,Science,R,I,,2026-03-22 08:12:59.392295+00
550,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Public Safety,Vocational,R,S,"Monitoring, Speaking, Social Perceptiveness, Service Orientation, Active Listening, Learning Strategies",2026-03-22 08:12:59.98818+00
551,53-3033.00,Light Truck Drivers,Logistics & Transport,Vocational,R,C,"Active Listening, Monitoring, Operation and Control, Reading Comprehension, Speaking, Critical Thinking",2026-03-22 08:13:00.660748+00
552,27-4015.00,Lighting Technicians,Creative Arts,Arts,R,C,,2026-03-22 08:13:01.254789+00
553,47-5044.00,"Loading and Moving Machine Operators, Underground Mining",Construction,Vocational,R,C,"Operation and Control, Operations Monitoring, Troubleshooting, Active Listening, Coordination, Critical Thinking",2026-03-22 08:13:01.846633+00
554,43-4131.00,Loan Interviewers and Clerks,Administration,Commerce,C,E,"Active Listening, Speaking, Reading Comprehension, Critical Thinking, Writing, Complex Problem Solving",2026-03-22 08:13:02.450256+00
555,13-2072.00,Loan Officers,Finance,Commerce,C,E,"Active Listening, Speaking, Judgment and Decision Making, Reading Comprehension, Critical Thinking, Writing",2026-03-22 08:13:03.068584+00
556,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Personal Services,Vocational,C,R,"Speaking, Active Listening, Service Orientation, Social Perceptiveness",2026-03-22 08:13:03.673425+00
557,49-9094.00,Locksmiths and Safe Repairers,Maintenance & Repair,Vocational,R,C,"Repairing, Critical Thinking, Time Management, Active Listening, Quality Control Analysis, Service Orientation",2026-03-22 08:13:04.268973+00
558,53-4011.00,Locomotive Engineers,Logistics & Transport,Vocational,R,C,"Operation and Control, Operations Monitoring, Active Listening, Critical Thinking, Monitoring, Speaking",2026-03-22 08:13:04.86019+00
559,11-9081.00,Lodging Managers,Management,Commerce,E,C,"Active Listening, Service Orientation, Management of Personnel Resources, Social Perceptiveness, Speaking, Coordination",2026-03-22 08:13:05.469558+00
560,45-4023.00,Log Graders and Scalers,Agriculture,Science,C,R,"Active Listening, Critical Thinking, Speaking, Active Learning, Coordination, Judgment and Decision Making",2026-03-22 08:13:06.066471+00
561,45-4022.00,Logging Equipment Operators,Agriculture,Science,R,C,"Operation and Control, Operations Monitoring, Equipment Maintenance, Active Listening, Monitoring, Quality Control Analysis",2026-03-22 08:13:06.674455+00
562,45-4029.00,"Logging Workers, All Other",Agriculture,Science,R,I,,2026-03-22 08:13:07.270111+00
563,13-1081.00,Logisticians,Finance,Commerce,C,E,"Critical Thinking, Active Listening, Coordination, Monitoring, Reading Comprehension, Speaking",2026-03-22 08:13:07.865073+00
564,13-1081.02,Logistics Analysts,Finance,Commerce,C,E,"Critical Thinking, Reading Comprehension, Active Listening, Complex Problem Solving, Monitoring, Speaking",2026-03-22 08:13:08.469201+00
565,13-1081.01,Logistics Engineers,Finance,Commerce,C,I,"Systems Analysis, Complex Problem Solving, Systems Evaluation, Writing, Active Learning, Active Listening",2026-03-22 08:13:09.076147+00
566,11-9199.08,Loss Prevention Managers,Management,Commerce,C,E,"Active Listening, Reading Comprehension, Speaking, Complex Problem Solving, Critical Thinking, Instructing",2026-03-22 08:13:09.680967+00
567,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Healthcare,Science,S,R,"Active Listening, Learning Strategies, Speaking, Instructing, Reading Comprehension, Service Orientation",2026-03-22 08:13:10.288065+00
568,53-7063.00,Machine Feeders and Offbearers,Logistics & Transport,Vocational,R,C,"Operations Monitoring, Monitoring",2026-03-22 08:13:10.891144+00
569,51-4041.00,Machinists,Manufacturing,Vocational,R,C,"Operation and Control, Critical Thinking, Monitoring, Operations Monitoring, Active Listening, Complex Problem Solving",2026-03-22 08:13:11.491564+00
570,29-2035.00,Magnetic Resonance Imaging Technologists,Healthcare,Science,R,C,"Reading Comprehension, Active Listening, Monitoring, Operations Monitoring, Speaking, Critical Thinking",2026-03-22 08:13:12.094639+00
571,37-2012.00,Maids and Housekeeping Cleaners,Maintenance & Repair,Vocational,R,C,"Service Orientation, Coordination, Time Management",2026-03-22 08:13:12.707456+00
572,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Administration,Commerce,C,R,"Critical Thinking, Monitoring, Reading Comprehension, Speaking, Time Management",2026-03-22 08:13:13.30696+00
573,49-9071.00,"Maintenance and Repair Workers, General",Maintenance & Repair,Vocational,R,C,"Equipment Maintenance, Repairing, Troubleshooting, Critical Thinking, Active Learning, Complex Problem Solving",2026-03-22 08:13:13.914345+00
574,49-9043.00,"Maintenance Workers, Machinery",Maintenance & Repair,Vocational,R,C,"Equipment Maintenance, Operations Monitoring, Repairing, Troubleshooting, Operation and Control, Quality Control Analysis",2026-03-22 08:13:14.506455+00
575,39-5091.00,"Makeup Artists, Theatrical and Performance",Personal Services,Vocational,A,R,"Speaking, Reading Comprehension, Active Listening, Critical Thinking, Judgment and Decision Making, Active Learning",2026-03-22 08:13:15.103626+00
576,13-1111.00,Management Analysts,Finance,Commerce,C,I,"Active Listening, Critical Thinking, Reading Comprehension, Complex Problem Solving, Judgment and Decision Making, Speaking",2026-03-22 08:13:15.805511+00
577,11-9199.00,"Managers, All Other",Management,Commerce,R,I,,2026-03-22 08:13:16.399493+00
578,39-5092.00,Manicurists and Pedicurists,Personal Services,Vocational,R,C,"Active Listening, Service Orientation, Social Perceptiveness, Speaking",2026-03-22 08:13:16.989153+00
579,49-9095.00,Manufactured Building and Mobile Home Installers,Maintenance & Repair,Vocational,R,C,"Critical Thinking, Operation and Control, Quality Control Analysis, Operations Monitoring, Coordination, Judgment and Decision Making",2026-03-22 08:13:17.588478+00
580,17-2112.03,Manufacturing Engineers,Engineering,Science,R,I,"Complex Problem Solving, Mathematics, Reading Comprehension, Active Listening, Judgment and Decision Making, Monitoring",2026-03-22 08:13:18.179174+00
581,17-2121.00,Marine Engineers and Naval Architects,Engineering,Science,R,I,"Complex Problem Solving, Critical Thinking, Reading Comprehension, Active Listening, Judgment and Decision Making, Speaking",2026-03-22 08:13:18.782846+00
582,13-1161.00,Market Research Analysts and Marketing Specialists,Finance,Commerce,E,C,"Critical Thinking, Reading Comprehension, Writing, Active Listening, Complex Problem Solving, Speaking",2026-03-22 08:13:19.395589+00
583,11-2021.00,Marketing Managers,Management,Commerce,E,C,"Active Learning, Active Listening, Critical Thinking, Reading Comprehension, Social Perceptiveness, Speaking",2026-03-22 08:13:20.003277+00
584,21-1013.00,Marriage and Family Therapists,Social Service,Arts,S,I,"Active Listening, Social Perceptiveness, Speaking, Complex Problem Solving, Judgment and Decision Making, Reading Comprehension",2026-03-22 08:13:20.604925+00
585,31-9011.00,Massage Therapists,Healthcare,Science,S,R,"Active Listening, Speaking, Service Orientation, Social Perceptiveness, Judgment and Decision Making, Active Learning",2026-03-22 08:13:21.196402+00
586,53-7199.00,"Material Moving Workers, All Other",Logistics & Transport,Vocational,R,I,,2026-03-22 08:13:21.784988+00
587,17-2131.00,Materials Engineers,Engineering,Science,R,I,"Active Listening, Complex Problem Solving, Reading Comprehension, Science, Critical Thinking, Mathematics",2026-03-22 08:13:22.38442+00
588,19-2032.00,Materials Scientists,Research & Science,Science,I,R,"Active Listening, Complex Problem Solving, Critical Thinking, Reading Comprehension, Science, Writing",2026-03-22 08:13:22.986453+00
589,15-2099.00,"Mathematical Science Occupations, All Other",Technology,Science,R,I,,2026-03-22 08:13:23.588281+00
590,25-1022.00,"Mathematical Science Teachers, Postsecondary",Education,Arts,S,I,"Mathematics, Speaking, Active Listening, Instructing, Reading Comprehension, Critical Thinking",2026-03-22 08:13:24.182468+00
591,15-2021.00,Mathematicians,Technology,Science,I,C,"Mathematics, Critical Thinking, Active Learning, Complex Problem Solving, Reading Comprehension, Judgment and Decision Making",2026-03-22 08:13:24.786825+00
592,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Manufacturing,Vocational,R,C,"Active Listening, Critical Thinking, Judgment and Decision Making, Monitoring, Speaking",2026-03-22 08:13:25.380354+00
593,49-9011.00,Mechanical Door Repairers,Maintenance & Repair,Vocational,R,C,"Critical Thinking, Quality Control Analysis, Active Listening, Installation, Reading Comprehension, Speaking",2026-03-22 08:13:25.975245+00
594,17-3013.00,Mechanical Drafters,Engineering,Science,R,C,"Active Learning, Active Listening, Critical Thinking, Mathematics, Reading Comprehension, Complex Problem Solving",2026-03-22 08:13:26.571442+00
595,17-3027.00,Mechanical Engineering Technologists and Technicians,Engineering,Science,R,I,"Active Listening, Critical Thinking, Reading Comprehension, Complex Problem Solving, Speaking, Operations Monitoring",2026-03-22 08:13:27.25818+00
596,17-2141.00,Mechanical Engineers,Engineering,Science,R,I,"Active Listening, Critical Thinking, Reading Comprehension, Complex Problem Solving, Judgment and Decision Making, Mathematics",2026-03-22 08:13:27.8625+00
597,17-2199.05,Mechatronics Engineers,Engineering,Science,R,I,"Complex Problem Solving, Judgment and Decision Making, Critical Thinking, Reading Comprehension, Writing, Active Listening",2026-03-22 08:13:28.460585+00
598,27-4099.00,"Media and Communication Equipment Workers, All Other",Creative Arts,Arts,R,I,,2026-03-22 08:13:29.0503+00
599,27-3099.00,"Media and Communication Workers, All Other",Creative Arts,Arts,R,I,,2026-03-22 08:13:29.64884+00
600,27-2012.03,Media Programming Directors,Creative Arts,Arts,E,C,"Speaking, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Coordination, Time Management",2026-03-22 08:13:30.285431+00
601,27-2012.05,Media Technical Directors/Managers,Creative Arts,Arts,E,C,"Active Listening, Coordination, Monitoring, Speaking, Critical Thinking, Judgment and Decision Making",2026-03-22 08:13:30.887869+00
602,29-2012.00,Medical and Clinical Laboratory Technicians,Healthcare,Science,R,I,"Active Listening, Reading Comprehension, Critical Thinking, Speaking, Science, Complex Problem Solving",2026-03-22 08:13:31.486431+00
603,29-2011.00,Medical and Clinical Laboratory Technologists,Healthcare,Science,I,R,"Critical Thinking, Science, Active Listening, Quality Control Analysis, Reading Comprehension, Operations Monitoring",2026-03-22 08:13:32.084137+00
604,11-9111.00,Medical and Health Services Managers,Management,Commerce,E,C,"Critical Thinking, Speaking, Active Listening, Complex Problem Solving, Judgment and Decision Making, Management of Personnel Resources",2026-03-22 08:13:32.69838+00
605,51-9082.00,Medical Appliance Technicians,Manufacturing,Vocational,R,I,"Active Listening, Critical Thinking, Quality Control Analysis, Reading Comprehension, Speaking, Troubleshooting",2026-03-22 08:13:33.292769+00
606,31-9092.00,Medical Assistants,Healthcare,Science,C,S,"Social Perceptiveness, Active Listening, Speaking, Reading Comprehension, Critical Thinking, Coordination",2026-03-22 08:13:33.8916+00
607,29-2036.00,Medical Dosimetrists,Healthcare,Science,I,C,"Critical Thinking, Active Listening, Reading Comprehension, Speaking, Writing, Complex Problem Solving",2026-03-22 08:13:34.476743+00
608,31-9093.00,Medical Equipment Preparers,Healthcare,Science,R,C,"Critical Thinking, Monitoring, Quality Control Analysis, Active Listening, Operations Monitoring, Reading Comprehension",2026-03-22 08:13:35.078311+00
609,49-9062.00,Medical Equipment Repairers,Maintenance & Repair,Vocational,R,C,"Repairing, Equipment Maintenance, Troubleshooting, Operations Monitoring, Quality Control Analysis, Critical Thinking",2026-03-22 08:13:35.676787+00
610,29-2072.00,Medical Records Specialists,Healthcare,Science,C,I,,2026-03-22 08:13:36.270204+00
